代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),季度,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
3444,利機,55.7,-2,-3.47,0.23,0.34,0.4,0.23,0.27,0.08,0.22,0.21,0.23,0.13,0.22,0.28,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
3455,由田,90,-0.8,-0.88,1.1,0.37,2.02,2.2,2.92,0.37,0.17,0.53,2.69,-0.38,0.02,0.32,1.95,,,,,,,,,,,,,,,,,,,,,,,,,
3465,進泰電子,56.7,-0.3,-0.53,0.1,0.25,0.69,0.14,-0.22,-0.33,0.2,0.26,0.01,-0.14,-0.5,0.47,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
3467,台灣精材,46.6,-0.4,-0.85,0.1,,,,0.34,,,0.01,0.01,,,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
3479,安勤,91.3,-0.4,-0.44,2.02,1.52,1.9,1.75,2.55,2.72,2.18,2.83,1.72,1.22,1.93,2.2,1.73,,,,,,,,,,,,,,,,,,,,,,,,,
3483,力致,104,+1,+0.97,1.01,1.2,0.65,0.32,1.19,0.67,1.25,2.64,0.75,0.45,1.14,1.18,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3484,崧騰,46.7,-1.25,-2.61,0.72,1.13,1.61,1.04,0.31,-0.43,0.33,0.46,0.78,0.49,1.02,0.85,0.98,,,,,,,,,,,,,,,,,,,,,,,,,
3490,單井,22.15,+0.1,+0.45,0.05,0.42,0.23,0.15,0.22,0.05,-0.11,0.15,-0.14,-0.18,-0.01,-0.03,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,
3491,昇達科,388,+6,+1.57,0.93,0.5,0.78,0.84,0.81,0.67,0.24,0.44,0.68,0.77,1.98,1.85,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
3492,長盛,20.4,-0.1,-0.49,0.05,-0.05,0.03,0.11,-0.06,-0.01,-0.02,0.1,-0.01,0.1,0.14,0.17,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
3499,環天科,13.9,-0.3,-2.11,-0.11,-0.13,-0.13,-0.2,-0.12,-0.18,-0.2,-0.19,0.05,-0.13,-0.1,-0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
3512,皇龍,26.15,-0.05,-0.19,0.71,1.63,2.01,0.5,-0.34,0.85,-0.04,2.14,0.86,0.78,0.04,-0.26,0.31,,,,,,,,,,,,,,,,,,,,,,,,,
3516,亞帝歐,21.35,-0.05,-0.23,-0.06,0,-0.05,-0.09,0.17,-0.13,-0.04,-0.14,-0.14,-0.07,-0.06,-0.06,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,
3520,華盈,14.4,+0.2,+1.41,0.03,-0.01,-0.02,0.17,0.08,-0.06,-0.06,0.02,0.03,-0.01,0.11,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
3526,凡甲,228,-4,-1.72,1.97,1.64,1.12,1.8,1.22,1.02,1.73,2.31,2.29,1.79,2.47,3.2,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
3527,聚積,64.4,+0.3,+0.47,0.15,1.32,1.44,0.12,-0.14,-0.18,-0.15,-0.03,-0.03,-0.11,0.09,-0.33,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,
3529,力旺,2350,+45,+1.95,4.61,4.13,4.6,4.45,5.35,3.67,3.69,4.17,5.4,4.21,4.95,5.05,5.66,,,,,,,,,,,,,,,,,,,,,,,,,
3531,先益,26.45,0,0,0.16,0.08,0.37,0.2,0.41,0.03,0.12,0.58,0.55,0.11,-0.02,-0.52,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
3537,堡達,40.2,-0.1,-0.25,0.5,0.71,0.47,0.31,0.64,0.69,0.27,0.42,0.52,0.65,0.47,0.49,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
3546,宇峻,86,-2,-2.27,0.66,0.34,1.27,0.6,0.97,0.67,0.72,0.07,0.69,0.74,0.44,0.4,1.01,,,,,,,,,,,,,,,,,,,,,,,,,
3548,兆利,122.5,0,0,1.33,2.03,0.53,0.89,1.08,0.02,0.95,2.67,2.27,1.63,1.77,0.79,1.31,,,,,,,,,,,,,,,,,,,,,,,,,
3551,世禾,94.5,+2,+2.16,1.04,1.05,1.29,0.93,1.19,1.04,1.14,0.73,0.89,0.94,1.11,1.08,1.16,,,,,,,,,,,,,,,,,,,,,,,,,
3552,同致,63,+0.5,+0.8,1.14,2.11,1.62,2.2,0.83,0.42,2.04,2.39,1.38,0.56,0.36,0.09,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,
3556,禾瑞亞,40.4,+0.5,+1.25,0.45,1.55,1.11,0.55,0.48,0.7,0.6,0.11,-0.93,0.49,0.28,0.23,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3558,神準,166,-4.5,-2.64,2.31,2.65,2.42,3.56,4.91,3.34,2.85,1.7,1.56,0.21,0.66,1.61,2.23,,,,,,,,,,,,,,,,,,,,,,,,,
3564,其陽,49,-0.6,-1.21,0.3,0.21,0.65,0.64,0.62,0.27,0.05,-0.08,0.34,0.11,0.21,0.41,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
3567,逸昌,27.7,-0.3,-1.07,0.24,0.32,0.31,0.15,0.14,0.16,0.33,0.45,0.31,0.13,0.22,0.19,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
3570,大塚,178,-1,-0.56,0.61,0.56,0.56,0.52,0.57,0.58,0.62,0.64,0.54,0.63,0.64,0.69,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
3577,泓格,51.8,-0.6,-1.15,0.41,0.38,0.78,1.03,0.62,0.46,0.02,0.38,0.14,0.07,0.31,0.68,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
3580,友威科,59,+0.8,+1.37,0.42,0.03,0.65,0.97,1.11,0.1,0.37,0.37,0.39,-0.2,0.79,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
3581,博磊,32.05,+0.05,+0.16,0.24,0.42,0.37,0.39,0.41,0.2,0.07,0.27,0.15,-0.04,0.08,0.31,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
3587,閎康,152,0,0,1.86,1.49,1.42,2.01,2.41,1.91,2.59,1.92,1.49,1.59,2.34,2.24,0.88,,,,,,,,,,,,,,,,,,,,,,,,,
3594,磐儀,42.55,-0.05,-0.12,0.32,-0.03,0.26,0.3,0.76,0.43,0.43,0.16,0.49,-0.05,0.04,0.1,0.95,,,,,,,,,,,,,,,,,,,,,,,,,
3597,映興,26.4,-0.6,-2.22,0.1,0.03,0.21,0.43,0.23,0.01,0.02,-0.06,-0.03,-0.03,0.03,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
3611,鼎翰,177,-1.5,-0.84,2.81,2.05,3.47,3.16,3.9,2.8,3.85,2.98,2.33,2,2.64,2.19,2.33,,,,,,,,,,,,,,,,,,,,,,,,,
3615,安可,21.8,+0.75,+3.56,0,0.29,0.23,-0.08,-0.15,0.02,-0.06,0.01,-0.05,0.04,0.04,-0.12,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,
3624,光頡,29.15,+0.1,+0.34,0.99,1.85,2.12,1.27,1.15,1.04,0.97,0.62,0.46,0.47,0.99,0.71,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
3628,盈正,37.65,-0.8,-2.08,0.28,0.01,0.03,0.19,0.98,0.15,0.34,0.05,0.57,-0.03,0.12,0.4,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
3646,艾恩特,29.8,-0.05,-0.17,0.16,0.18,0.25,0.24,0.15,0.11,0.08,0.19,0.11,0.11,0.24,0.2,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
3663,鑫科,46.5,-0.25,-0.53,0.21,0.28,0.42,0.01,0.14,0.09,0.38,0.17,0.46,0.02,0.25,0.13,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
3664,安瑞-KY,19.85,-0.3,-1.49,-0.15,-0.74,-0.08,-0.46,-0.54,-0.31,0.16,-0.45,0.64,-0.43,-0.09,0.11,0.37,,,,,,,,,,,,,,,,,,,,,,,,,
3675,德微,144.5,-3.5,-2.36,0.7,0.94,1.21,1.15,1.02,0.77,-0.13,-0.44,0.11,0.81,0.55,1.5,0.97,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3680,家登,365,-5,-1.35,2.79,2.41,2.41,2.62,3.49,4.35,1.03,2.35,2.87,2.3,3.83,4.76,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
3684,榮昌,43.35,0,0,0.22,0.23,0.37,0.43,0.36,0.2,0.09,0.03,0.08,0.08,0.3,0.16,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
3687,歐買尬,71.2,-0.9,-1.25,0.84,0.79,1.17,0.89,0.97,0.8,0.77,0.78,0.86,0.77,0.8,0.74,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
3689,湧德,77.9,-1.1,-1.39,1.01,0.95,0.83,0.63,0.68,0.92,0.8,1.59,0.46,0.22,0.86,2.13,2.01,,,,,,,,,,,,,,,,,,,,,,,,,
3693,營邦,280,+7,+2.56,2.58,0.11,1.28,1.28,3.03,2.01,2.48,5.1,2.83,2.08,3.49,5.66,1.64,,,,,,,,,,,,,,,,,,,,,,,,,
3709,鑫聯大投控,30.75,-0.15,-0.49,0.68,1.34,0.52,0.51,0.25,0.57,0.58,0.51,0.53,0.31,0.7,0.78,1.56,,,,,,,,,,,,,,,,,,,,,,,,,
4102,永日,23.1,0,0,0.14,0.01,0.19,0.03,0.26,0.19,0.06,0.06,0.25,0.25,0.32,0.17,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,
4105,東洋,72.6,-0.6,-0.82,3.33,2.47,2.98,3.69,3.15,2.45,3.34,5.04,2.89,3.1,2.83,4.51,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
4107,邦特,115.5,+2,+1.76,1.5,1.31,1.51,1.48,1.49,1.24,1.28,1.62,1.67,1.4,1.52,1.88,1.63,,,,,,,,,,,,,,,,,,,,,,,,,
4109,加捷生醫,16.95,-0.15,-0.88,-0.04,-0.03,-0.06,0,-0.04,-0.23,-0.16,-0.01,-0.26,0.16,0.07,-0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
4111,濟生,30.1,-0.05,-0.17,0.26,0.39,0.39,0.34,0.42,0.21,0.13,0.07,0.2,0.11,0.17,0.25,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
4113,聯上,21.4,+0.6,+2.88,0.81,0.06,-0.18,-0.18,-0.37,-0.04,-0.12,0.08,0.02,2.13,5.77,1.74,0.81,,,,,,,,,,,,,,,,,,,,,,,,,
4114,健喬,31.15,-0.05,-0.16,1.51,1.06,1.11,0.81,1.54,1.33,1.79,1.4,1.63,1.75,1.89,1.89,1.88,,,,,,,,,,,,,,,,,,,,,,,,,
4116,明基醫,41,+0.15,+0.37,0.81,0.2,0.62,0.9,0.98,0.7,0.74,1.01,1.2,0.6,0.84,0.85,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
4126,太醫,92.2,+0.2,+0.22,1.12,0.56,0.66,1.11,1.22,1.39,1.27,1.25,1.08,1.13,1.24,1.23,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
4127,天良,37.5,+0.3,+0.81,0.07,0.25,0.1,0.07,0.16,0.06,0.06,-0.01,0.09,0.07,-0.04,0.02,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,
4129,聯合,90,+0.3,+0.33,1.24,0.61,0.72,0.75,1.35,1.02,1.15,1.71,1.56,1.25,1.57,1.59,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
4130,健亞,20.3,+0.05,+0.25,0.03,-0.06,0.01,0.06,-0.15,0.14,0.14,0.16,-0.17,0.19,0.09,0.04,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4138,曜亞,87.5,-2.5,-2.78,0.56,0.5,0.37,0.28,0.43,0.68,0.69,0.63,0.69,0.54,0.55,0.64,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
4153,鈺緯,42.05,-1.65,-3.78,0.24,-0.01,0.13,0.21,0.52,0.29,0.12,0.26,0.25,0.31,0.31,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
4160,訊聯基因,56,0,0,0.07,0.1,0,0.06,0.04,0.05,0.07,0,0.07,0.13,0.18,0.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
4161,聿新科,34.3,+0.4,+1.18,0.18,-0.04,-0.02,0.17,0.29,0.06,0.09,0.28,0.47,0.12,0.23,0.22,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
4162,智擎,89.4,+2.3,+2.64,2.18,1.17,0.97,0.19,0.5,0.81,0.53,0.78,0.65,0.67,1.44,1.17,17.3,,,,,,,,,,,,,,,,,,,,,,,,,
4163,鐿鈦,110.5,+8,+7.8,0.84,0.64,0.75,1.36,1.08,1.55,0.87,0.83,0.58,0.69,0.53,0.71,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
4167,松瑞藥,17.75,+0.1,+0.57,0.02,-0.59,-0.03,-0.12,-0.21,-0.04,-0.29,-0.49,0.79,-0.03,0.31,0.74,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
4173,久裕,22.25,+0.35,+1.6,0.2,0.15,0.12,0.2,0.17,0.21,0.23,0.12,0.27,0.23,0.22,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
4175,杏一,62.5,-0.2,-0.32,0.38,0.4,1.14,0.44,0.3,0.32,0.12,0.22,0.39,0.08,0.01,0.36,0.78,,,,,,,,,,,,,,,,,,,,,,,,,
4183,福永生技,19.9,0,0,0.04,-0.02,0.05,0.13,0,0.03,0.01,0.09,0.12,0.05,0.05,0.11,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,
4205,中華食,91.4,+1.5,+1.67,1.12,1.02,0.97,1.16,1.25,1.02,0.97,1.12,1.13,1,1.06,1.26,1.46,,,,,,,,,,,,,,,,,,,,,,,,,
4207,環泰,15.45,-0.05,-0.32,0.98,1.03,0.63,0.72,0.8,1.13,1.28,0.95,0.86,1.17,1.23,0.94,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
4303,信立,67.4,-2.7,-3.85,-0.07,0.06,0.13,0.06,-0.08,0.02,-0.11,-0.09,-0.12,-0.24,0.09,-0.07,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,
4305,世坤,44.15,+0.95,+2.2,0.4,0.31,0.32,0.12,0.35,0.36,0.36,0.48,0.48,0.39,0.55,0.55,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
4401,東隆興,16.6,-0.05,-0.3,0.23,0.75,0.89,0.23,-0.27,-0.08,-0.13,0.06,0.06,0.09,0.36,0.5,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
4413,飛寶企業,14.2,0,0,0.02,0.12,0.17,0.06,0,0,0.06,0.07,-0.07,-0.04,-0.07,-0.03,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,
4416,三圓,60.3,0,0,0.07,0.05,0.05,0.06,-0.17,0.06,0.05,0.07,0.1,0.06,0.05,0.07,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
4417,金洲,44.35,0,0,1.25,0.66,1.44,1.65,1.62,0.73,0.91,1.36,0.9,0.86,1.6,1.5,1.76,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4420,光明,51.8,+0.6,+1.17,1.72,0.17,0.06,0.04,-0.04,-0.09,-0.17,-0.1,17.8,-0.15,0.06,2.97,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
4432,銘旺實,20.6,-0.1,-0.48,0.26,0.15,0.51,0.49,0.23,0.33,0.23,0.34,0.02,0.14,0.15,0.21,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
4433,興采,25.1,-0.25,-0.99,0.18,0.58,0.29,0.34,0.2,0.17,-0.59,0.38,0.42,-0.51,0.35,0.11,0.38,,,,,,,,,,,,,,,,,,,,,,,,,
4442,竣邦-KY,46.95,-0.05,-0.11,0.17,,0.22,-0.05,0.37,0.12,0.1,-0.03,0.24,0.18,0.22,0.19,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
4502,健信,17.1,+0.05,+0.29,0.01,-0.03,0.11,0.05,-0.12,-0.16,-0.04,0.18,0.15,0.07,-0.01,-0.01,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,
4506,崇友,105,0,0,2.44,2.26,2.11,2.44,1.77,2.56,2.45,2.76,1.91,2.76,2.74,2.9,2.67,,,,,,,,,,,,,,,,,,,,,,,,,
4510,高鋒,41.75,-1.5,-3.47,0.22,0.05,0.22,0.22,0.04,0,0.39,0.69,0.31,-0.07,0.33,0.41,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
4527,方土霖,45.55,-0.15,-0.33,0.75,0.19,0.27,0.55,1.23,0.3,0.55,0.61,1.69,0.52,1.04,0.95,1.11,,,,,,,,,,,,,,,,,,,,,,,,,
4528,江興鍛,18.35,+0.15,+0.82,0.17,0.3,0.24,0.2,0.42,0.24,0.14,0.18,0.28,-0.08,0.09,-0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
4533,協易機,26.2,-0.4,-1.5,0.17,-0.21,-0.34,0.38,-0.12,0.47,1.14,-0.19,0.1,0.58,-0.44,0.88,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,
4534,慶騰,18.85,-0.75,-3.83,-0.26,-0.49,-0.14,-0.34,-0.62,-0.54,-0.46,-0.21,-0.14,-0.01,0.06,-0.07,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,
4535,至興,29.95,-0.3,-0.99,0.87,1,1.02,0.88,0.86,0.87,0.7,0.74,1.03,0.75,0.75,0.95,0.88,,,,,,,,,,,,,,,,,,,,,,,,,
4538,大詠城,17.6,+0.2,+1.15,0.14,0.05,0.24,0.33,0.32,0.31,0.13,0.07,0.11,0.06,0.02,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
4541,晟田,49.25,-2.05,-4,0.02,0.05,0.26,0.21,0.19,-0.22,-0.34,-0.29,-0.26,-0.38,0.17,0.28,0.53,,,,,,,,,,,,,,,,,,,,,,,,,
4542,科嶠,57.4,-1.7,-2.88,0.04,-0.29,-0.14,0.02,0.09,0.14,0.23,0.45,-0.12,0.2,0.15,-0.13,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,
4543,萬在,28.4,0,0,0.28,0.19,0.46,0.45,0.27,0.46,0.38,0.19,0.34,0.19,0.29,0.24,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,
4549,桓達,116,-0.5,-0.43,0.78,0.6,1.07,1.06,0.79,0.57,0.82,0.95,0.77,0.61,0.71,0.61,0.78,,,,,,,,,,,,,,,,,,,,,,,,,
4550,長佳,27.05,-0.15,-0.55,0.3,0.05,0.37,0.39,0.33,0.13,0.25,0.59,0.45,0.3,-0.04,0.33,0.41,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4554,橙的,29.45,+1.15,+4.06,0.05,0.14,0.09,-0.08,-0.15,-0.08,0.02,0.05,0.2,0.08,0.12,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
4556,旭然,24.9,+0.8,+3.32,0.12,0.05,0.1,0.28,0.16,0.03,0.12,0.12,0.12,0.03,0.11,0.13,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
4558,寶緯,22.8,-0.85,-3.59,0.11,0.68,0.06,-0.11,0.21,-0.33,0.07,0.51,-0.18,0.07,0.44,-0.11,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,
4561,健椿,43.3,-0.8,-1.81,0.45,0.34,0.38,0.34,0.18,0.15,0.48,0.81,0.62,0.58,0.97,0.39,0.16,,,,,,,,,,,,,,,,,,,,,,,,,
4563,百德,68.6,-0.4,-0.58,0.51,0.12,0.35,0.23,-0.05,0.6,0.65,0.23,0.61,0.59,0.99,1.21,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
4568,科際精密,45.7,-0.45,-0.98,0.2,0.33,0.48,0.28,-0.07,-0.05,0.24,0.27,0.04,0.11,0.31,0.33,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
4580,捷流閥業,83.3,-0.8,-0.95,1.08,1.05,1.28,1.02,0.7,1.1,1.2,1.19,0.8,1.2,1.46,0.82,1.15,,,,,,,,,,,,,,,,,,,,,,,,,
4584,君帆,53.5,-0.7,-1.29,0.33,0.5,0.26,0.26,0.07,0.19,0.48,0.29,0.3,0.32,0.43,0.45,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
4702,中美實,9.37,-0.01,-0.11,-0.01,0.06,-0.06,0.02,0.01,0.01,-0.01,-0.01,-0.01,-0.03,-0.04,-0.07,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,
4706,大恭,29.9,0,0,0.07,0.21,0.13,0.08,-0.07,-0.16,-0.08,0.06,0.1,0.22,0.17,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
4707,磐亞,10.15,-0.05,-0.49,0.03,0.11,0.65,0.14,0.35,-0.23,0.09,0.15,-0.12,-0.44,-0.12,-0.15,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,
4711,永純,14.6,-0.05,-0.34,0,0.02,0.04,-0.21,-0.12,0.21,-0.01,0,-0.01,0.03,-0.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
4714,永捷,14.55,-0.25,-1.69,-0.26,-0.08,-0.05,-0.06,-0.23,-0.03,-0.29,-0.27,-0.39,-0.36,-0.15,-0.18,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,
4716,大立,16.25,-0.5,-2.99,-0.13,-0.17,-0.07,0,-0.15,-0.19,-0.09,-0.17,-0.12,-0.13,0.07,-0.26,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,
4721,美琪瑪,50.2,-0.3,-0.59,0.62,1.52,1.36,0.82,-0.08,-0.02,0.11,0.67,0.39,0.7,0.92,0.46,0.59,,,,,,,,,,,,,,,,,,,,,,,,,
4728,雙美,411.5,-5.5,-1.32,2.16,2,1.96,1.98,1.74,2.29,2.2,2.58,1.87,2.4,2.53,2.33,2.01,,,,,,,,,,,,,,,,,,,,,,,,,
4729,熒茂,20.6,+0.1,+0.49,0.03,0.06,0.28,0.25,0.03,0.05,0.16,-0.1,-0.17,-0.21,0.03,-0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
4735,豪展,31.8,+0.6,+1.92,0.12,0.12,0.37,0.29,0.38,0.2,0.16,-0.02,-0.18,-0.3,0.11,0.29,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4741,泓瀚,26.35,+0.25,+0.96,0.14,0.08,0.03,0.13,0.14,0.15,0.04,0.16,0.27,0.21,0.16,0.11,0.16,,,,,,,,,,,,,,,,,,,,,,,,,
4744,皇將,20.6,-0.1,-0.48,0.04,-0.3,0.02,-0.13,0.3,-0.59,0.17,0.18,0.57,-0.24,-0.01,-0.1,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
4745,合富-KY,17.85,+0.2,+1.13,0.61,0.78,1.15,0.93,0.84,0.52,1.24,0.61,0.27,0.35,0.09,0.04,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
4747,強生,68.4,-0.6,-0.87,0.23,0.16,0.18,0.24,0.23,0.28,0.27,0.24,0.2,0.24,0.25,0.28,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
4749,新應材,435,+5,+1.16,1.01,,1.09,-1.09,2.95,0.85,0.74,0.23,0.43,0.88,1.92,1.66,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
4754,國碳科,39.45,-0.3,-0.75,0.2,0.16,0.14,0.18,0.16,0.21,0.28,0.13,0.23,0.33,0.29,0.23,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
4760,勤凱,94.5,+1.2,+1.29,0.38,0.35,0.43,0.15,0.11,0.24,0.42,0.41,0.22,0.33,0.63,0.59,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
4767,誠泰科技,32.2,+0.1,+0.31,0.23,0.18,0.2,0.24,0.17,0.02,0.31,0.34,0.31,0.23,0.3,0.22,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
4768,晶呈科技,114.5,+0.5,+0.44,0.55,0.34,0.63,1.35,0.87,0.65,0.43,0.29,0.25,0.48,0.45,0.49,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
