代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),季度,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
6844,諾貝兒,120,-2.5,-2.04,0.03,-0.02,-0.01,0.02,0.03,0.01,0.03,0.02,0.05,0.06,0.05,0.04,0.04,2019Q1,,,,,,,,,,,,
6846,綠茵,70.1,+0.3,+0.43,0.03,0.07,0.03,0.08,-0.01,0.01,0.04,0.04,-0.03,0.06,0.04,-0.02,0.07,2019Q1,,,,,,,,,,,,
6855,數泓科,134,-2,-1.47,0.11,0.15,0.09,0.25,-0.1,-0.01,0.14,0.31,-0.24,0.34,0.15,0.01,0.23,2019Q1,,,,,,,,,,,,
6856,鑫傳,57,0,0,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.02,0.21,0.01,-0.05,2019Q1,,,,,,,,,,,,
6859,伯特光,142.5,+1,+0.71,0.16,0.22,0.18,0.39,-0.18,-0.05,0.18,0.5,-0.4,0.53,0.26,-0.09,0.4,2019Q1,,,,,,,,,,,,
6865,偉康科技,67,-1.1,-1.62,0.01,0,0,0,0.01,0.01,0.02,0.05,-0.01,0.01,0,0,0.01,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
6870,騰雲,180.5,-3.5,-1.9,0.04,0.04,0.04,0.08,0.08,0,0.03,0.1,-0.02,0.01,0.05,0.04,0.01,2019Q1,,,,,,,,,,,,
6874,倍力,79.9,+0.5,+0.63,-0.01,0,-0.01,-0.02,-0.02,-0.01,-0.01,-0.02,0,0,-0.01,-0.02,-0.01,2019Q1,,,,,,,,,,,,
6877,鏵友益,77.6,-2.3,-2.88,0.02,0.01,0.01,0.02,-0.02,0,0.01,0.02,-0.05,0.01,0.28,-0.02,0.04,2019Q1,,,,,,,,,,,,
6881,潤德,232,0,0,0.03,,0,0.05,0.02,0,0,0.06,0.03,0.01,0.01,0.08,0.05,2019Q1,,,,,,,,,,,,
6894,衛司特,172,-6,-3.37,0.03,0.03,-0.01,0.03,0.03,0.02,0.02,0.04,-0.02,0.1,0.07,0.03,0.02,2019Q1,,,,,,,,,,,,
6895,宏碩系統,100.5,-2,-1.95,0.01,0.01,0.01,0,0,0.01,0,0.01,0.03,0.03,0.02,0.02,0.03,2019Q1,,,,,,,,,,,,
6899,創為精密,51.8,+0.2,+0.39,0.03,,0.24,0.3,-1.19,0.05,0.13,0.41,-0.13,0.19,0.14,-0.09,0.22,2019Q1,,,,,,,,,,,,
6903,巨漢,98.8,-2.7,-2.66,0.08,0.13,0.23,0.17,-0.01,-0.01,0.1,0.06,0,0.08,0.09,0.02,0.13,2019Q1,,,,,,,,,,,,
6904,伯鑫,138,-2.5,-1.78,0.05,0.05,0.06,0.15,-0.01,-0.02,0.03,0.06,-0.04,0.04,0.03,-0.02,0.24,2019Q1,,,,,,,,,,,,
6913,鴻呈,102,-3.5,-3.32,0.09,,0.16,,0.31,-0.07,0.17,0.07,-0.07,0.11,0.09,-0.05,0.18,2019Q1,,,,,,,,,,,,
6922,宸曜,162.5,-6.5,-3.85,0.03,0.05,0.03,0.1,-0.1,-0.03,0.1,0.07,-0.13,0.18,0.09,-0.05,0.08,2019Q1,,,,,,,,,,,,
6953,家碩,169,+3,+1.81,0.06,,0.08,0.13,-0.08,-0.04,0.12,0.26,-0.17,0.13,0.08,-0.01,0.13,2019Q1,,,,,,,,,,,,
6967,汎瑋材料,44.35,0,0,0.08,,0.2,,0.29,-0.02,0.16,0.03,-0.08,0.09,0.06,-0.05,0.13,2019Q1,,,,,,,,,,,,
6968,萬達寵物,60.1,-1.2,-1.96,-0.05,,-0.07,,-0.19,-0.04,-0.05,-0.05,-0.05,0.02,-0.05,-0.05,0.09,2019Q1,,,,,,,,,,,,
6982,大井泵浦,50.3,-1,-1.95,0,,0.02,,0.01,-0.03,0,0.02,-0.07,0.03,0.02,-0.03,0.03,2019Q1,,,,,,,,,,,,
6996,力領科技,173,-5.5,-3.08,0.08,,0.08,,0.18,0.03,0.09,0.1,0,0.09,0.09,0.04,0.1,2019Q1,,,,,,,,,,,,
6997,博弘,111.5,0,0,-0.02,,-0.15,,-0.16,0,0.02,0.02,0.03,0,0.04,0.01,0,2019Q1,,,,,,,,,,,,
7402,邑錡,94.2,+8.5,+9.92,0.05,0.06,0.03,0.14,-0.07,0,0.07,0.15,-0.12,0.17,0.08,-0.04,0.14,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
7556,意德士,132,-3.5,-2.58,0.1,0.03,0.09,0.13,0.11,0.1,0.11,0.06,0.02,0.07,0.1,0.14,0.19,2019Q1,,,,,,,,,,,,
7584,樂意,62.8,-0.6,-0.95,-0.01,,-0.2,,-0.22,0.59,0.02,-0.03,-0.04,0.01,0.02,-0.13,-0.07,2019Q1,,,,,,,,,,,,
7703,銳澤,131,-4,-2.96,0.06,,0.16,,0.17,-0.01,0.01,0.05,0,0.13,0.01,0.02,0.04,2019Q1,,,,,,,,,,,,
7704,明遠精密,57.9,+3.3,+6.04,0.06,,0.23,,0.27,-0.01,0.02,0.05,-0.05,0.05,0.03,-0.01,0.05,2019Q1,,,,,,,,,,,,
7708,全家餐飲,90.5,-2.5,-2.69,0,,0,,0.06,0,-0.07,-0.01,-0.04,0.03,-0.01,0.01,0,2019Q1,,,,,,,,,,,,
7709,榮田,41.25,-1.2,-2.83,0.19,,,,0.62,,,0.2,-0.17,,,0.12,0.17,2019Q1,,,,,,,,,,,,
7712,博盛半導體,117,-7.5,-6.02,0.16,,0.37,,0.61,-0.05,0.15,0.24,-0.36,0.33,0.12,-0.11,0.24,2019Q1,,,,,,,,,,,,
7713,威力德生醫,57.8,0,0,-0.01,,,,-0.02,,,-0.01,-0.02,,,0,0,2019Q1,,,,,,,,,,,,
7714,創泓科技,102,+2.8,+2.82,-0.02,,,,-0.09,,,-0.03,0.02,,,0.01,-0.02,2019Q1,,,,,,,,,,,,
7715,裕山,44.8,-1.2,-2.61,-0.06,,-0.08,,-0.26,-0.01,-0.01,-0.03,-0.1,-0.04,-0.03,-0.07,-0.02,2019Q1,,,,,,,,,,,,
7718,友鋮,50,-0.6,-1.19,0.22,,,,0.85,,,0.28,-0.21,,,-0.03,0.19,2019Q1,,,,,,,,,,,,
7728,光焱科技,253,+3.5,+1.4,0.04,,,,0.12,,,0.09,-0.1,,,0.1,0,2019Q1,,,,,,,,,,,,
7734,印能科技,951,-9,-0.94,0.54,,,,1.9,,,1.31,-1.07,,,-0.34,0.91,2019Q1,,,,,,,,,,,,
8032,光菱,42.3,-1.55,-3.53,0.13,0.14,0.15,0.44,-0.24,-0.03,0.41,0.22,-0.1,0.21,0.15,0.08,0.13,2019Q1,,,,,,,,,,,,
8034,榮群,16.1,-0.25,-1.53,0.03,0.04,0.04,0.07,0.03,0.03,0.03,0.02,-0.01,0.07,0.04,0.01,0.01,2019Q1,,,,,,,,,,,,
8042,金山電,31.5,-0.15,-0.47,0.03,0.59,0.19,-0.32,-1.01,0.08,0.32,-0.22,0.7,-0.05,0.2,-0.05,-0.13,2019Q1,,,,,,,,,,,,
8043,蜜望實,24.05,-0.55,-2.24,0.28,0.38,0.43,0.64,0.11,-0.02,0.39,0.36,-0.36,0.47,0.75,0.17,0.09,2019Q1,,,,,,,,,,,,
8048,德勝,46.05,-1.15,-2.44,0.06,0.02,-0.02,0.22,-0.09,0.05,0.11,0.22,-0.1,0.19,0.07,-0.01,0.04,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
8049,晶采,29.85,-0.25,-0.83,0.24,0.26,0.43,0.25,-0.2,-0.01,0.39,0.27,-0.07,0.19,1.23,0.1,0.1,2019Q1,,,,,,,,,,,,
8050,廣積,58.5,-1.8,-2.99,1,0.32,0.98,1.93,0.58,0.73,1.77,2.02,-1.1,2.13,0.98,0.1,1.51,2019Q1,,,,,,,,,,,,
8064,東捷,34.3,-1.2,-3.38,0.5,0.9,0.88,1.4,-0.26,0.19,0.37,0.77,0.07,0.78,0.42,0.13,0.36,2019Q1,,,,,,,,,,,,
8066,來思達,21.5,+0.05,+0.23,-0.03,-0.03,-0.03,0.07,-0.1,-0.03,-0.02,-0.02,-0.1,0,-0.02,-0.05,-0.02,2019Q1,,,,,,,,,,,,
8068,全達,21.9,-0.15,-0.68,0.28,0.08,0.06,0.24,-0.07,-0.02,0.08,0.13,-0.18,1.31,0.4,0.72,0.63,2019Q1,,,,,,,,,,,,
8069,元太,239,-6,-2.45,7.24,3.74,11.3,17.8,-3.97,4.52,9.07,10.7,1.12,8.79,8.26,1.19,14.4,2019Q1,,,,,,,,,,,,
8074,鉅橡,20.55,-0.15,-0.72,0.08,0.12,0.08,0.36,-0.03,0.01,0.18,0.25,-0.13,0.16,-0.03,-0.02,0.03,2019Q1,,,,,,,,,,,,
8076,伍豐,25.4,-0.55,-2.12,0.55,0.72,1,0.67,0.24,2.37,-0.04,-0.43,-2.42,2.34,3.76,1.34,-2.92,2019Q1,,,,,,,,,,,,
8077,洛碁,40.5,0,0,-0.13,-0.16,-0.14,-0.15,-0.14,-0.14,-0.14,-0.09,-0.12,-0.14,-0.12,-0.11,-0.11,2019Q1,,,,,,,,,,,,
8083,瑞穎,151.5,0,0,0.08,0.25,0.29,0.42,-0.17,-0.06,0.07,0.11,-0.17,0.13,0.07,-0.11,0.11,2019Q1,,,,,,,,,,,,
8084,巨虹,38.35,-0.4,-1.03,0.24,0.33,0.32,0.1,0.9,-0.04,0.08,0.04,0.86,0.12,0.06,0.16,-0.07,2019Q1,,,,,,,,,,,,
8086,宏捷科,71.9,-1.3,-1.78,0.12,0.1,0.16,0.39,-0.13,0.02,0.11,0.18,-0.05,0.35,0.05,-0.03,0.35,2019Q1,,,,,,,,,,,,
8087,麗升能源,40,-0.85,-2.08,0.2,0.59,0,-0.03,0.09,0.15,-0.01,1.45,0,0,0,0.03,0.1,2019Q1,,,,,,,,,,,,
8088,品安,25,-1.15,-4.4,0.12,0.15,0.17,0.27,-0.11,0.01,0.23,0.26,-0.19,0.3,0.12,-0.05,0.22,2019Q1,,,,,,,,,,,,
8089,康全電訊,58.5,-1,-1.68,0.14,0.11,0.12,0.13,-0.08,-0.03,0.1,0.18,-0.09,0.12,0.21,0.84,0.06,2019Q1,,,,,,,,,,,,
8091,翔名,104,-5.5,-5.02,0.18,0.03,0.1,0.55,-0.16,0.02,0.23,0.3,-0.14,0.3,0.21,0.23,0.43,2019Q1,,,,,,,,,,,,
8096,擎亞,57.9,-2.4,-3.98,-0.37,0.26,0.14,0.5,-1.21,-0.46,0.08,0.15,-1.16,-0.67,-0.72,-0.51,-0.84,2019Q1,,,,,,,,,,,,
8097,常珵,71.2,-0.5,-0.7,0.11,0.03,-0.03,0.28,0,0.04,0.19,0.24,-0.15,0.2,0.17,0.1,0.22,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
8099,大世科,68.6,-2.2,-3.11,0.06,0.14,0,0.07,0.04,-0.01,-0.02,0.08,0.14,0.24,0.05,-0.04,0.07,2019Q1,,,,,,,,,,,,
8107,大億金茂,18.25,0,0,0.2,0.11,0.53,-0.16,0.02,0.28,0.09,0.15,0,0.35,0.3,-0.43,1.21,2019Q1,,,,,,,,,,,,
8109,博大,80.3,-1.4,-1.71,0.48,0.87,0.68,1.82,-0.49,0.13,0.77,0.87,-0.45,0.83,0.29,0.26,0.17,2019Q1,,,,,,,,,,,,
8111,立碁,41.5,-0.15,-0.36,0.2,0.2,0.25,0.66,-0.23,-0.01,0.6,0.34,-0.25,0.4,0.16,-0.19,0.45,2019Q1,,,,,,,,,,,,
8121,越峰,18.45,-0.7,-3.66,0.04,0.03,0.07,0.09,-0.12,-0.09,-0.04,0.17,-0.06,0.25,0.17,-0.17,0.24,2019Q1,,,,,,,,,,,,
8147,正淩,85.1,-2.7,-3.08,0.06,0.04,0.17,0.28,-0.06,-0.01,0.14,0.08,-0.08,0.07,0.05,-0.1,0.12,2019Q1,,,,,,,,,,,,
8155,博智,113,-6.5,-5.44,0.04,0.04,0.03,0.13,-0.02,0.08,0.06,0.07,-0.04,0.04,0.05,-0.02,0.1,2019Q1,,,,,,,,,,,,
8176,智捷,11.25,-0.4,-3.43,0.05,0.09,0.05,0.06,-0.04,-0.03,0.04,0.12,0.08,0.04,0.13,0.01,0.05,2019Q1,,,,,,,,,,,,
8182,加高,28.95,-0.4,-1.36,0.11,0.36,0.52,0.61,-0.62,-0.06,0.44,0.32,-0.46,0.4,0.08,-0.36,0.1,2019Q1,,,,,,,,,,,,
8183,精星,30.7,-0.65,-2.07,0.04,0.08,-0.07,-0.06,-0.09,-0.06,-0.18,0.14,0.2,0.18,0.16,0.11,0.1,2019Q1,,,,,,,,,,,,
8227,巨有科技,124.5,-5.5,-4.23,0.02,0.05,0.05,0.15,-0.48,0.01,0.06,0.1,-0.11,0.16,0.09,-0.02,0.15,2019Q1,,,,,,,,,,,,
8234,新漢,71.6,-4,-5.29,0.88,0.43,0.19,9.28,-0.46,0.13,-0.23,0.57,-0.25,0.71,0.35,0.04,-0.19,2019Q1,,,,,,,,,,,,
8240,華宏,32,-1.1,-3.32,0.29,0.1,0.49,0.39,-0.21,0.13,0.54,-0.07,-0.17,0.18,0.15,2.18,-0.25,2019Q1,,,,,,,,,,,,
8255,朋程,122.5,-8.5,-6.49,0.76,0.97,0.59,1.23,-0.26,0.08,3.21,1.25,-0.46,1.33,0.44,0.38,0.32,2019Q1,,,,,,,,,,,,
8272,全景軟體,74.3,+0.1,+0.13,0.02,,0.01,,0.02,0.01,0.01,0.01,0.05,0.01,0.02,0.01,0.02,2019Q1,,,,,,,,,,,,
8279,生展,122.5,-0.5,-0.41,0.05,0.1,0.12,0.11,0.02,0.05,0.15,0.11,0,0,-0.01,-0.06,0.03,2019Q1,,,,,,,,,,,,
8284,三竹,68.2,+1.7,+2.56,0.09,0.1,0.3,0.38,-0.09,-0.04,0.09,0.15,-0.12,0.12,0.07,-0.01,0.15,2019Q1,,,,,,,,,,,,
8289,泰藝,18.85,-0.4,-2.08,0.13,0.17,0.25,0.4,-0.14,0.03,0.19,0.28,-0.1,0.22,0.17,-0.01,0.16,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
8299,群聯,455.5,-10.5,-2.25,5.12,1.63,2.58,1.14,-10.8,-5.24,-0.67,4.27,6.42,15.8,8.93,-4.77,42.2,2019Q1,,,,,,,,,,,,
8342,益張,84.5,+1.9,+2.3,0.19,0.41,0.39,0.49,-0.08,0.04,0.21,0.25,-0.18,0.32,0.16,0,0.23,2019Q1,,,,,,,,,,,,
8349,恒耀,51,-0.6,-1.16,0.17,0.52,0.15,0.61,0.15,-0.05,-0.07,0.46,-0.6,0.73,0.23,-0.43,0.38,2019Q1,,,,,,,,,,,,
8354,冠好,15.2,-0.25,-1.62,0.31,0.39,0.37,0.84,-0.39,0.05,0.43,0.66,-0.28,0.85,0.46,-0.12,0.49,2019Q1,,,,,,,,,,,,
8358,金居,46.55,-0.75,-1.59,0.01,0.07,0.07,0.36,-0.18,-0.07,-0.02,0.05,-0.21,0.07,0.01,-0.03,0.01,2019Q1,,,,,,,,,,,,
8383,千附,45.55,+0.2,+0.44,0.28,0.26,0.94,0.78,-0.08,0.08,0.25,0.29,-0.21,0.54,0.26,-0.17,0.4,2019Q1,,,,,,,,,,,,
8390,金益鼎,60.9,+1.4,+2.35,0.35,0.03,0.56,0.4,0.11,0.47,2.99,0.35,-0.05,0.06,0.39,-0.72,-0.43,2019Q1,,,,,,,,,,,,
8401,白紗科,27.6,-0.15,-0.54,0.01,0.02,0.02,0.07,0.02,-0.02,-0.03,0,0,-0.01,-0.01,0.01,0.01,2019Q1,,,,,,,,,,,,
8403,盛弘,27.15,+0.05,+0.18,-0.01,0.05,0.06,0.66,-0.76,0.06,-0.03,-0.06,-0.07,0.02,0.29,-0.06,-0.29,2019Q1,,,,,,,,,,,,
8409,商之器,22.5,+0.3,+1.35,0.01,0,-0.01,0.02,0.01,0.01,-0.01,0.03,0,0.03,-0.03,0.02,0.01,2019Q1,,,,,,,,,,,,
8410,森田,62,-1.6,-2.52,0.21,0.3,0.38,0.59,-0.3,-0.01,0.36,0.53,-0.52,0.61,0.3,-0.26,0.57,2019Q1,,,,,,,,,,,,
8415,大國鋼,34.1,-0.3,-0.87,1.09,1.94,-0.6,8.09,-1.74,-1.58,0.73,6.42,-2.09,0.18,0.09,2.77,-1.13,2019Q1,,,,,,,,,,,,
8416,實威,158,-2,-1.25,0.08,0.01,0.01,0.09,0.17,0.11,0.05,0.05,0.03,0.05,0.27,0.03,0.11,2019Q1,,,,,,,,,,,,
8423,保綠-KY,18.15,+0.25,+1.4,0.01,0.01,0.04,0.05,-0.01,-0.01,0.03,0.02,-0.02,0.02,0.01,-0.11,0.06,2019Q1,,,,,,,,,,,,
8424,惠普,70.1,0,0,0.03,0.02,0.02,0.03,0.01,0.03,0.04,0.01,0.02,0.03,0.03,0.03,0.07,2019Q1,,,,,,,,,,,,
8426,紅木-KY,33.75,-0.35,-1.03,-0.02,0.05,-0.02,0.07,-0.07,-0.03,-0.01,-0.04,-0.06,0.04,-0.05,-0.2,0.07,2019Q1,,,,,,,,,,,,
8431,匯鑽科,52.8,-1.2,-2.22,-0.02,0,-0.07,-0.11,-0.09,-0.06,0.05,-0.02,0.04,-0.05,0.05,0,0.03,2019Q1,,,,,,,,,,,,
8432,東生華,48.9,+0.95,+1.98,0.03,0.02,0.03,0.08,0.02,0,0.03,0.08,0.01,0.01,0.02,0.06,-0.06,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
8433,弘帆,82.3,+0.8,+0.98,0.33,0.35,0.44,0.97,-0.43,-0.18,0.58,0.7,-0.36,0.96,0.43,-0.42,0.87,2019Q1,,,,,,,,,,,,
8435,鉅邁,72.4,+0.8,+1.12,0.05,0.1,0.01,0,-0.02,0.1,0.08,0.03,0.04,0.07,0.11,0.1,-0.06,2019Q1,,,,,,,,,,,,
8436,大江,142.5,+0.5,+0.35,0.41,0.63,0.45,1.11,0.44,0.28,0.25,0.81,-0.14,0.59,0.25,0.02,0.2,2019Q1,,,,,,,,,,,,
8437,大地-KY,22,-0.55,-2.44,-0.08,-0.1,-0.22,-0.31,0.2,0,-0.12,-0.19,-0.03,-0.14,-0.06,0,0,2019Q1,,,,,,,,,,,,
8440,綠電,33.85,-0.35,-1.02,0,-0.02,-0.19,-0.09,0.03,0.12,0.01,-0.02,0.03,0.01,0.03,0,0.03,2019Q1,,,,,,,,,,,,
8446,華研,109,+0.5,+0.46,0.14,-0.47,-0.05,-0.02,0.13,-0.08,0.16,0.63,-0.13,0.44,0.47,0.75,-0.11,2019Q1,,,,,,,,,,,,
8905,裕國,31.1,+0.1,+0.32,0.04,0.04,0.04,0.06,0.03,0.03,0.07,0.06,0.08,0.05,0.04,0.1,-0.08,2019Q1,,,,,,,,,,,,
8908,欣雄,41.85,+0.2,+0.48,-0.02,-0.02,-0.01,0,0.01,-0.02,0.01,-0.07,-0.02,-0.07,-0.04,-0.03,-0.02,2019Q1,,,,,,,,,,,,
8916,光隆,51.5,-0.2,-0.39,0.41,0.57,0.52,1.05,-0.37,0.01,0.84,0.81,-0.16,1.33,0.27,-0.2,0.26,2019Q1,,,,,,,,,,,,
8917,欣泰,62.1,-1.8,-2.82,0.09,0.05,-0.03,0.14,0.04,0.07,0.11,0.13,0.08,0.12,0.21,0.14,0.08,2019Q1,,,,,,,,,,,,
8923,時報,19.65,-0.6,-2.96,0.04,0.05,0.06,0.09,-0.04,0.01,0.02,0.02,0.15,0.03,0,0.04,0.09,2019Q1,,,,,,,,,,,,
8924,大田,61.8,-1.4,-2.22,0.47,0.19,0.88,1.19,-0.07,0.12,1.06,0.04,0.39,0.35,0.55,0.15,0.74,2019Q1,,,,,,,,,,,,
8927,北基,49.45,0,0,-0.17,-0.09,1.49,0.3,0.12,0.09,0.02,-0.29,-0.66,-0.59,-0.64,-0.78,-0.97,2019Q1,,,,,,,,,,,,
8928,鉅明,29.7,-0.3,-1,0.15,0.31,0.31,0.35,-0.06,-0.02,0.17,0.17,-0.21,0.4,0.1,-0.06,0.29,2019Q1,,,,,,,,,,,,
8929,富堡,17.65,-0.4,-2.22,0.09,-0.02,0.04,0.06,0.02,-0.05,-0.03,0.02,0.18,0.22,0.05,0.51,0.03,2019Q1,,,,,,,,,,,,
8930,青鋼,31.6,-0.55,-1.71,0.1,0.15,0.16,0.32,-0.17,-0.01,0.17,0.26,-0.21,0.3,0.12,-0.02,0.15,2019Q1,,,,,,,,,,,,
8931,大汽電,42.25,-0.2,-0.47,-0.03,-0.01,-0.01,0.15,-0.07,-0.07,-0.06,0.03,-0.06,-0.06,0.01,-0.15,-0.05,2019Q1,,,,,,,,,,,,
8932,智通*,87.4,-2.2,-2.46,-0.01,0.01,0.03,0.1,-0.13,-0.03,0.02,0.02,-0.02,0.05,0.02,-0.52,0.38,2019Q1,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),2019Q1,,,,,,,,,,,,
8936,國統,55,+0.4,+0.73,-0.14,-0.43,1.18,-0.32,-0.11,-0.1,-1.08,-0.01,-1.08,-0.01,0.03,0.06,0.24,2019Q1,,,,,,,,,,,,
8937,合騏,130,+3,+2.36,0.16,0.36,-0.11,0.09,-0.01,0.29,-0.01,0.41,0.18,0.26,0.46,-0.19,0.2,2019Q1,,,,,,,,,,,,
8938,明安,64.5,-1.2,-1.83,-0.12,1.04,1.91,3.23,-2,-0.87,1.17,-11.6,-1.73,2.21,4.07,-1.06,2.13,2019Q1,,,,,,,,,,,,
8941,關中,52.8,-0.4,-0.75,0.29,0.15,0.72,0.62,-0.24,0.01,1.34,0.34,-0.23,0.2,0.53,-0.06,0.11,2019Q1,,,,,,,,,,,,
8942,森鉅,49.25,-0.35,-0.71,1.34,2.27,0.98,4.49,-1.88,0.15,2.41,2.71,-1.13,1.85,1.57,0.79,1.88,2019Q1,,,,,,,,,,,,
9950,萬國通,11.7,-0.25,-2.09,0.69,-0.18,-0.12,0.04,-0.19,-0.18,8.77,0.12,-0.29,0.17,0.07,-0.23,0.3,2019Q1,,,,,,,,,,,,
9951,皇田,48.35,-1.55,-3.11,0.19,0.33,0.11,0.53,-0.15,0.18,0.25,0.4,-0.14,0.5,0.09,-0.04,0.18,2019Q1,,,,,,,,,,,,
9960,邁達康,24.8,-0.25,-1,0.04,0.05,-0.01,0.12,-0.02,0.05,-0.04,0.13,-0.07,0.1,0.04,0.07,0.01,2019Q1,,,,,,,,,,,,
9962,有益,13.7,0,0,0.03,0.01,0.05,0.12,-0.02,0,0.04,0.05,-0.07,0.06,0.03,-0.03,0.09,2019Q1,,,,,,,,,,,,
1240,茂生農經,57.7,-1.5,-2.53,0.27,,,,,,,,,,,,,2016Q1,0.48,0.29,1.07,0.21,0.19,0.29,0.16,0.12,0.09,0.16,0.09,0.08
1259,安心,61.2,0,0,0.02,,,,,,,,,,,,,2016Q1,0.04,0,0.02,0.06,0.05,0.04,0,0.02,-0.03,0.03,0.02,0.03
1264,德麥,298.5,-1.5,-0.5,0.01,,,,,,,,,,,,,2016Q1,-0.02,-0.03,0.02,-0.04,0,0,-0.03,-0.02,0.07,0.08,0.02,0.11
1268,漢來美食,137,+1,+0.74,0.13,,,,,,,,,,,,,2016Q1,0.3,0.03,0.15,-0.07,0.16,0.13,0.29,0.06,0.2,0.08,0.23,0.02
1294,漢田生技,87.3,+0.3,+0.34,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
1336,台翰,20.1,-0.15,-0.74,-0.08,,,,,,,,,,,,,2016Q1,-0.02,-0.3,0.1,-0.3,0.02,-0.27,0.04,-0.27,0.14,0.01,-0.04,-0.04
1565,精華,173.5,-4.5,-2.53,-0.06,,,,,,,,,,,,,2016Q1,-0.13,-0.93,0.38,-1.86,0.85,0.23,-0.28,-0.36,1.03,0.05,0.11,0.13
1570,力肯,22.6,-0.6,-2.59,0.01,,,,,,,,,,,,,2016Q1,0.02,-0.03,0.07,-0.12,0.02,0,-0.02,-0.03,0.09,0.01,0.07,0.02
1580,新麥,137.5,0,0,0.01,,,,,,,,,,,,,2016Q1,0.12,-0.08,0.16,-0.13,-0.01,-0.03,-0.22,-0.05,0.21,0.13,0.04,-0.02
